ID,Source,Name,Name Link,Type,Final PH,Tax.range type,Strains number,Strains links,PDF
1727,DSMZ,Z45/4 Medium for Cyanobacteria,https://mediadive.dsmz.de/medium/1727,['defined'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1727'],['https://mediadive.dsmz.de/pdf/1727']
1728,DSMZ,MMB MEDIUM (ATCC 2254),https://mediadive.dsmz.de/medium/1728,['complex'],7.0 - 7.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1728'],['https://mediadive.dsmz.de/pdf/1728']
1729,DSMZ,MEDIUM FOR THIORHODOVIBRIO FRISIUS,https://mediadive.dsmz.de/medium/1729,['defined'],6.0,[],['3'],['https://mediadive.dsmz.de/strains/medium/1729'],['https://mediadive.dsmz.de/pdf/1729']
1730,DSMZ,FarD MEDIUM,https://mediadive.dsmz.de/medium/1730,['complex'],7.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1730'],['https://mediadive.dsmz.de/pdf/1730']
1731,DSMZ,PONTIELLA MEDIUM,https://mediadive.dsmz.de/medium/1731,['defined'],7.3 - 7.5,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/1731'],['https://mediadive.dsmz.de/pdf/1731']
1732,DSMZ,Z Medium for Cyanobacteria,https://mediadive.dsmz.de/medium/1732,['defined'],,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/1732'],['https://mediadive.dsmz.de/pdf/1732']
1733,DSMZ,MEDIUM FOR HYDROGENOPHILUS,https://mediadive.dsmz.de/medium/1733,['complex'],6.8,[],[],[],['https://mediadive.dsmz.de/pdf/1733']
1734,DSMZ,THIOMICROSPIRA SP. MEDIUM,https://mediadive.dsmz.de/medium/1734,['defined'],8.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1734'],['https://mediadive.dsmz.de/pdf/1734']
1735,DSMZ,MEDIUM FOR MITSUARIA,https://mediadive.dsmz.de/medium/1735,['complex'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1735'],['https://mediadive.dsmz.de/pdf/1735']
1736,DSMZ,BEIJERINCKIA MEDIUM (LMG 18),https://mediadive.dsmz.de/medium/1736,['defined'],6.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1736'],['https://mediadive.dsmz.de/pdf/1736']
1737,DSMZ,STAPPIA QUADRATIBRACATA MEDIUM (28M-7),https://mediadive.dsmz.de/medium/1737,['complex'],7.0,[],[],[],['https://mediadive.dsmz.de/pdf/1737']
1738,DSMZ,METHYLOMONAS MEDIUM (WSC),https://mediadive.dsmz.de/medium/1738,['defined'],7.8 - 7.9,[],[],[],['https://mediadive.dsmz.de/pdf/1738']
1739,DSMZ,METHYLOMONAS MEDIUM (SURF),https://mediadive.dsmz.de/medium/1739,['defined'],7.8 - 7.9,[],[],[],['https://mediadive.dsmz.de/pdf/1739']
1740,DSMZ,RHODOTHERMUS BIFROSTI MEDIUM,https://mediadive.dsmz.de/medium/1740,['complex'],7.0,[],[],[],['https://mediadive.dsmz.de/pdf/1740']
1741,DSMZ,METHYLOCYSTIS MEDIUM (NLS),https://mediadive.dsmz.de/medium/1741,['defined'],7.0,[],[],[],['https://mediadive.dsmz.de/pdf/1741']
1742,DSMZ,HALOACTINOMYCES HALOPHILUS MEDIUM,https://mediadive.dsmz.de/medium/1742,['complex'],7.5,[],[],[],['https://mediadive.dsmz.de/pdf/1742']
1743,DSMZ,GHIORSEA MEDIUM,https://mediadive.dsmz.de/medium/1743,['defined'],6.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1743'],['https://mediadive.dsmz.de/pdf/1743']
1748,DSMZ,HALOFERAX GIBBONSII MEDIUM,https://mediadive.dsmz.de/medium/1748,['complex'],7.2,['Archaea'],['1'],['https://mediadive.dsmz.de/strains/medium/1748'],['https://mediadive.dsmz.de/pdf/1748']
1749,DSMZ,Sucrose-Asparagine Medium,https://mediadive.dsmz.de/medium/1749,['defined'],7.0,[],['6'],['https://mediadive.dsmz.de/strains/medium/1749'],['https://mediadive.dsmz.de/pdf/1749']
1750,DSMZ,Enriched Artificial Seawater Medium f/2  suppl. with 50 g/l NaCl,https://mediadive.dsmz.de/medium/1750,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/1750']
1752,DSMZ,SEAWATER MEDIUM,https://mediadive.dsmz.de/medium/1752,['complex'],7.5,[],[],[],['https://mediadive.dsmz.de/pdf/1752']
1753,DSMZ,SEAWATER MEDIUM,https://mediadive.dsmz.de/medium/1753,['complex'],7.5,[],[],[],['https://mediadive.dsmz.de/pdf/1753']
1755,DSMZ,A2 MEDIUM,https://mediadive.dsmz.de/medium/1755,['complex'],7.0 - 7.5,[],[],[],['https://mediadive.dsmz.de/pdf/1755']
1757,DSMZ,CDMM,https://mediadive.dsmz.de/medium/1757,['defined'],,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/1757'],['https://mediadive.dsmz.de/pdf/1757']
1761,DSMZ,PFENNIG'S MEDIUM III,https://mediadive.dsmz.de/medium/1761,['defined'],6.0,[],['1'],['https://mediadive.dsmz.de/strains/medium/1761'],['https://mediadive.dsmz.de/pdf/1761']
1762,DSMZ,Sucrose-Bennett's Agar,https://mediadive.dsmz.de/medium/1762,['complex'],7.2,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1762'],['https://mediadive.dsmz.de/pdf/1762']
1763,DSMZ,Glucose Asparagine Agar,https://mediadive.dsmz.de/medium/1763,['complex'],7.2,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/1763'],['https://mediadive.dsmz.de/pdf/1763']
1764,DSMZ,ISP 1 Medium,https://mediadive.dsmz.de/medium/1764,['complex'],7.2,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1764'],['https://mediadive.dsmz.de/pdf/1764']
1765,DSMZ,Potato Carrot Agar,https://mediadive.dsmz.de/medium/1765,['complex'],7.0,['Bacteria'],['5'],['https://mediadive.dsmz.de/strains/medium/1765'],['https://mediadive.dsmz.de/pdf/1765']
1775,DSMZ,DG18 Dichloran 18 % Glycerol agar,https://mediadive.dsmz.de/medium/1775,['complex'],5.6,['Fungi'],['4'],['https://mediadive.dsmz.de/strains/medium/1775'],['https://mediadive.dsmz.de/pdf/1775']
1790,DSMZ,Mucispirillum Spezial,https://mediadive.dsmz.de/medium/1790,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1790'],['https://mediadive.dsmz.de/pdf/1790']
1793,DSMZ,Chlamydia serpentis & poikilotherma Medium,https://mediadive.dsmz.de/medium/1793,['complex'],,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/1793'],['https://mediadive.dsmz.de/pdf/1793']
1794,DSMZ,Chitin-Agar,https://mediadive.dsmz.de/medium/1794,['complex'],7.2,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1794'],['https://mediadive.dsmz.de/pdf/1794']
1796,DSMZ,PAS for Acanthamoeba hatchetti,https://mediadive.dsmz.de/medium/1796,['defined'],6.5,[],['1'],['https://mediadive.dsmz.de/strains/medium/1796'],['https://mediadive.dsmz.de/pdf/1796']
1800,DSMZ,Vulcanimicrobium alpinus medium,https://mediadive.dsmz.de/medium/1800,['complex'],6.0,[],['1'],['https://mediadive.dsmz.de/strains/medium/1800'],['https://mediadive.dsmz.de/pdf/1800']
1801,DSMZ,SULFURIMONAS MARISNIGRI MEDIUM,https://mediadive.dsmz.de/medium/1801,['defined'],7.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1801'],['https://mediadive.dsmz.de/pdf/1801']
1802,DSMZ,BBM + V,https://mediadive.dsmz.de/medium/1802,['defined'],6.4,[],[],[],['https://mediadive.dsmz.de/pdf/1802']
1805,DSMZ,YSG Medium,https://mediadive.dsmz.de/medium/1805,['complex'],3.7,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1805'],['https://mediadive.dsmz.de/pdf/1805']
1809,DSMZ,DC-8A Medium,https://mediadive.dsmz.de/medium/1809,['complex'],9.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1809'],['https://mediadive.dsmz.de/pdf/1809']
1810,DSMZ,PSEUDOALTEROMONAS ESPEJIANA  MEDIUM,https://mediadive.dsmz.de/medium/1810,['complex'],7.0,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1810'],['https://mediadive.dsmz.de/pdf/1810']
1815,DSMZ,OMY,https://mediadive.dsmz.de/medium/1815,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/1815']
1816,DSMZ,MDA,https://mediadive.dsmz.de/medium/1816,['complex'],,[],['3'],['https://mediadive.dsmz.de/strains/medium/1816'],['https://mediadive.dsmz.de/pdf/1816']
1817,DSMZ,CC,https://mediadive.dsmz.de/medium/1817,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/1817']
1818,DSMZ,Low Carbon Agar-LCA,https://mediadive.dsmz.de/medium/1818,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/1818']
1820,DSMZ,Med 333,https://mediadive.dsmz.de/medium/1820,['complex'],7.2,['Bacteria'],[],[],['https://mediadive.dsmz.de/pdf/1820']
1825,DSMZ,MDM,https://mediadive.dsmz.de/medium/1825,['defined'],6.0 - 7.0,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/1825'],['https://mediadive.dsmz.de/pdf/1825']
1828,DSMZ,MWC,https://mediadive.dsmz.de/medium/1828,['defined'],7.0 - 8.0,[],[],[],['https://mediadive.dsmz.de/pdf/1828']
1829,DSMZ,BSKII medium (Borrelia),https://mediadive.dsmz.de/medium/1829,['complex'],7.3,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1829'],['https://mediadive.dsmz.de/pdf/1829']
1830,DSMZ,GYE medium,https://mediadive.dsmz.de/medium/1830,['complex'],6.8 - 7.0,['Bacteria'],[],[],['https://mediadive.dsmz.de/pdf/1830']
1831,DSMZ,SWES (Seawater - Soil Extract - Salts),https://mediadive.dsmz.de/medium/1831,['complex'],,[],['9'],['https://mediadive.dsmz.de/strains/medium/1831'],['https://mediadive.dsmz.de/pdf/1831']
1831a,DSMZ,1/2 SWES - Brackish Water Medium,https://mediadive.dsmz.de/medium/1831a,['complex'],,[],['8'],['https://mediadive.dsmz.de/strains/medium/1831a'],['https://mediadive.dsmz.de/pdf/1831a']
1832,DSMZ,Modified ISP2 Medium,https://mediadive.dsmz.de/medium/1832,['complex'],7.2,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/1832'],['https://mediadive.dsmz.de/pdf/1832']
J2,JCM,XYLOSE-YP BROTH,https://mediadive.dsmz.de/medium/J2,['complex'],6.8,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/J2'],['https://mediadive.dsmz.de/pdf/J2']
J7,JCM,NUTRIENT BROTH WITH 1.0% NaCl,https://mediadive.dsmz.de/medium/J7,['complex'],7.0,['Bacteria'],['63'],['https://mediadive.dsmz.de/strains/medium/J7'],['https://mediadive.dsmz.de/pdf/J7']
J11,JCM,LACTOBACILLUS MEDIUM I,https://mediadive.dsmz.de/medium/J11,['complex'],6.0,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/J11'],['https://mediadive.dsmz.de/pdf/J11']
J12,JCM,NUTRIENT BROTH WITH 0.5% NaCl,https://mediadive.dsmz.de/medium/J12,['complex'],7.0,['Bacteria'],['456'],['https://mediadive.dsmz.de/strains/medium/J12'],['https://mediadive.dsmz.de/pdf/J12']
J13,JCM,BL AGAR (GLUCOSE BLOOD LIVER AGAR),https://mediadive.dsmz.de/medium/J13,['complex'],7.2,['Bacteria'],['750'],['https://mediadive.dsmz.de/strains/medium/J13'],['https://mediadive.dsmz.de/pdf/J13']
J14,JCM,EG MEDIUM,https://mediadive.dsmz.de/medium/J14,['complex'],7.7,['Bacteria'],['943'],['https://mediadive.dsmz.de/strains/medium/J14'],['https://mediadive.dsmz.de/pdf/J14']
J15,JCM,TOMATO JUICE AGAR,https://mediadive.dsmz.de/medium/J15,['complex'],7.2,[],[],[],['https://mediadive.dsmz.de/pdf/J15']
J16,JCM,LACTOBACILLUS MEDIUM II,https://mediadive.dsmz.de/medium/J16,['complex'],6.3,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J16'],['https://mediadive.dsmz.de/pdf/J16']
J17,JCM,TRYPTICASE GLUCOSE MEDIUM,https://mediadive.dsmz.de/medium/J17,['complex'],7.1,['Bacteria'],['8'],['https://mediadive.dsmz.de/strains/medium/J17'],['https://mediadive.dsmz.de/pdf/J17']
J18,JCM,LACTIC ACID BACTERIA BROTH,https://mediadive.dsmz.de/medium/J18,['complex'],5.2,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J18'],['https://mediadive.dsmz.de/pdf/J18']
J19,JCM,BIFIDOBACTERIUM MEDIUM,https://mediadive.dsmz.de/medium/J19,['complex'],6.8,['Bacteria'],['25'],['https://mediadive.dsmz.de/strains/medium/J19'],['https://mediadive.dsmz.de/pdf/J19']
J20,JCM,LACTOBACILLUS SAKEI MEDIUM,https://mediadive.dsmz.de/medium/J20,['complex'],,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/J20'],['https://mediadive.dsmz.de/pdf/J20']
J21,JCM,LACTOBACILLUS MEDIUM III,https://mediadive.dsmz.de/medium/J21,['complex'],5.2,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/J21'],['https://mediadive.dsmz.de/pdf/J21']
J22,JCM,NUTRIENT AGAR NO. 2,https://mediadive.dsmz.de/medium/J22,['complex'],7.1,['Bacteria'],['1160'],['https://mediadive.dsmz.de/strains/medium/J22'],['https://mediadive.dsmz.de/pdf/J22']
J23,JCM,1/10 NUTRIENT AGAR NO. 2,https://mediadive.dsmz.de/medium/J23,['complex'],7.1,['Bacteria'],['8'],['https://mediadive.dsmz.de/strains/medium/J23'],['https://mediadive.dsmz.de/pdf/J23']
J24,JCM,1/100 NUTRIENT AGAR NO. 2,https://mediadive.dsmz.de/medium/J24,['complex'],7.1,['Bacteria'],['5'],['https://mediadive.dsmz.de/strains/medium/J24'],['https://mediadive.dsmz.de/pdf/J24']
J25,JCM,YM AGAR,https://mediadive.dsmz.de/medium/J25,['complex'],6.2,"['Yeast', 'Fungi', 'Bacteria']",['2581'],['https://mediadive.dsmz.de/strains/medium/J25'],['https://mediadive.dsmz.de/pdf/J25']
J26,JCM,R AGAR,https://mediadive.dsmz.de/medium/J26,['complex'],7.2,['Bacteria'],['736'],['https://mediadive.dsmz.de/strains/medium/J26'],['https://mediadive.dsmz.de/pdf/J26']
J27,JCM,TRYPTO-SOYA AGAR,https://mediadive.dsmz.de/medium/J27,['complex'],,['Bacteria'],['255'],['https://mediadive.dsmz.de/strains/medium/J27'],['https://mediadive.dsmz.de/pdf/J27']
J28,JCM,BRAIN HEART INFUSION AGAR,https://mediadive.dsmz.de/medium/J28,['complex'],,['Bacteria'],['324'],['https://mediadive.dsmz.de/strains/medium/J28'],['https://mediadive.dsmz.de/pdf/J28']
J29,JCM,CZAPEK SOLUTION AGAR (A),https://mediadive.dsmz.de/medium/J29,['defined'],,['Fungi'],['45'],['https://mediadive.dsmz.de/strains/medium/J29'],['https://mediadive.dsmz.de/pdf/J29']
J30,JCM,POTATO-DEXTROSE AGAR,https://mediadive.dsmz.de/medium/J30,['complex'],5.5,"['Yeast', 'Fungi', 'Bacteria']",['5097'],['https://mediadive.dsmz.de/strains/medium/J30'],['https://mediadive.dsmz.de/pdf/J30']
J31,JCM,MALT EXTRACT AGAR,https://mediadive.dsmz.de/medium/J31,['complex'],,"['Fungi', 'Yeast']",['156'],['https://mediadive.dsmz.de/strains/medium/J31'],['https://mediadive.dsmz.de/pdf/J31']
J32,JCM,MY20 AGAR,https://mediadive.dsmz.de/medium/J32,['complex'],,['Fungi'],['89'],['https://mediadive.dsmz.de/strains/medium/J32'],['https://mediadive.dsmz.de/pdf/J32']
J33,JCM,M40Y AGAR,https://mediadive.dsmz.de/medium/J33,['complex'],,['Fungi'],['80'],['https://mediadive.dsmz.de/strains/medium/J33'],['https://mediadive.dsmz.de/pdf/J33']
J34,JCM,M60Y AGAR,https://mediadive.dsmz.de/medium/J34,['complex'],,['Fungi'],['3'],['https://mediadive.dsmz.de/strains/medium/J34'],['https://mediadive.dsmz.de/pdf/J34']
J35,JCM,1/10 SABOURAUD'S AGAR,https://mediadive.dsmz.de/medium/J35,['complex'],6.9,['Fungi'],['60'],['https://mediadive.dsmz.de/strains/medium/J35'],['https://mediadive.dsmz.de/pdf/J35']
J37,JCM,2% GLUCOSE-YEAST EXTRACT-PEPTONE AGAR,https://mediadive.dsmz.de/medium/J37,['complex'],,['Fungi'],['4'],['https://mediadive.dsmz.de/strains/medium/J37'],['https://mediadive.dsmz.de/pdf/J37']
J38,JCM,2% MALT AGAR,https://mediadive.dsmz.de/medium/J38,['complex'],6.5,['Fungi'],['12'],['https://mediadive.dsmz.de/strains/medium/J38'],['https://mediadive.dsmz.de/pdf/J38']
J39,JCM,CZAPEK'S SOLUTION AGAR WITH 200 g SUCROSE,https://mediadive.dsmz.de/medium/J39,['defined'],,['Fungi'],['2'],['https://mediadive.dsmz.de/strains/medium/J39'],['https://mediadive.dsmz.de/pdf/J39']
J40,JCM,GLUCOSE-ASPARAGINE AGAR,https://mediadive.dsmz.de/medium/J40,['defined'],6.9,['Bacteria'],['18'],['https://mediadive.dsmz.de/strains/medium/J40'],['https://mediadive.dsmz.de/pdf/J40']
J41,JCM,MARINE BROTH 2216,https://mediadive.dsmz.de/medium/J41,['complex'],,['Bacteria'],['46'],['https://mediadive.dsmz.de/strains/medium/J41'],['https://mediadive.dsmz.de/pdf/J41']
J42,JCM,YEAST-STARCH AGAR (A),https://mediadive.dsmz.de/medium/J42,['complex'],7.3,['Bacteria'],['655'],['https://mediadive.dsmz.de/strains/medium/J42'],['https://mediadive.dsmz.de/pdf/J42']
J43,JCM,YEAST EXTRACT-MALT EXTRACT AGAR (ISP-2),https://mediadive.dsmz.de/medium/J43,['complex'],7.3,['Bacteria'],['616'],['https://mediadive.dsmz.de/strains/medium/J43'],['https://mediadive.dsmz.de/pdf/J43']
J44,JCM,BENNETT'S AGAR,https://mediadive.dsmz.de/medium/J44,['complex'],7.3,['Bacteria'],['21'],['https://mediadive.dsmz.de/strains/medium/J44'],['https://mediadive.dsmz.de/pdf/J44']
J45,JCM,MALTOSE-BENNETT'S AGAR,https://mediadive.dsmz.de/medium/J45,['complex'],7.3,['Bacteria'],['93'],['https://mediadive.dsmz.de/strains/medium/J45'],['https://mediadive.dsmz.de/pdf/J45']
J46,JCM,5 G MEDIUM,https://mediadive.dsmz.de/medium/J46,['complex'],,['Bacteria'],['2'],['https://mediadive.dsmz.de/strains/medium/J46'],['https://mediadive.dsmz.de/pdf/J46']
J47,JCM,6 B MEDIUM,https://mediadive.dsmz.de/medium/J47,['complex'],,['Bacteria'],['7'],['https://mediadive.dsmz.de/strains/medium/J47'],['https://mediadive.dsmz.de/pdf/J47']
J48,JCM,PEPTONE CORN AGAR,https://mediadive.dsmz.de/medium/J48,['complex'],7.2,['Bacteria'],['28'],['https://mediadive.dsmz.de/strains/medium/J48'],['https://mediadive.dsmz.de/pdf/J48']
J49,JCM,CYC AGAR,https://mediadive.dsmz.de/medium/J49,['complex'],7.2,['Bacteria'],['56'],['https://mediadive.dsmz.de/strains/medium/J49'],['https://mediadive.dsmz.de/pdf/J49']
J50,JCM,OATMEAL AGAR (ISP-3),https://mediadive.dsmz.de/medium/J50,['complex'],7.2,['Bacteria'],['202'],['https://mediadive.dsmz.de/strains/medium/J50'],['https://mediadive.dsmz.de/pdf/J50']
J51,JCM,OATMEAL AGAR (ISP-3) WITH 0.1% YEAST EXTRACT,https://mediadive.dsmz.de/medium/J51,['complex'],,['Bacteria'],['163'],['https://mediadive.dsmz.de/strains/medium/J51'],['https://mediadive.dsmz.de/pdf/J51']
J52,JCM,OATMEAL-NITRATE AGAR,https://mediadive.dsmz.de/medium/J52,['complex'],7.0,['Bacteria'],['126'],['https://mediadive.dsmz.de/strains/medium/J52'],['https://mediadive.dsmz.de/pdf/J52']
J53,JCM,MGA AGAR,https://mediadive.dsmz.de/medium/J53,['defined'],7.4,['Bacteria'],['3'],['https://mediadive.dsmz.de/strains/medium/J53'],['https://mediadive.dsmz.de/pdf/J53']
J54,JCM,POTATO-CARROT AGAR,https://mediadive.dsmz.de/medium/J54,['complex'],,"['Bacteria', 'Fungi']",['10'],['https://mediadive.dsmz.de/strains/medium/J54'],['https://mediadive.dsmz.de/pdf/J54']
J55,JCM,1/10 POTATO-CARROT AGAR,https://mediadive.dsmz.de/medium/J55,['complex'],,['Bacteria'],['8'],['https://mediadive.dsmz.de/strains/medium/J55'],['https://mediadive.dsmz.de/pdf/J55']
J56,JCM,SPORULATION AGAR,https://mediadive.dsmz.de/medium/J56,['complex'],7.2,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J56'],['https://mediadive.dsmz.de/pdf/J56']
J57,JCM,YEAST-KRAINSKY'S AGAR,https://mediadive.dsmz.de/medium/J57,['complex'],7.3,['Bacteria'],['108'],['https://mediadive.dsmz.de/strains/medium/J57'],['https://mediadive.dsmz.de/pdf/J57']
J58,JCM,INORGANIC SALTS-STARCH AGAR (ISP-4),https://mediadive.dsmz.de/medium/J58,['complex'],,['Bacteria'],['277'],['https://mediadive.dsmz.de/strains/medium/J58'],['https://mediadive.dsmz.de/pdf/J58']
J59,JCM,CM+YE MEDIUM,https://mediadive.dsmz.de/medium/J59,['complex'],7.4,"['Bacteria', 'Archaea']",['4'],['https://mediadive.dsmz.de/strains/medium/J59'],['https://mediadive.dsmz.de/pdf/J59']
J60,JCM,GLYCEROL-ASPARAGINE AGAR (ISP-5),https://mediadive.dsmz.de/medium/J60,['defined'],7.4,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J60'],['https://mediadive.dsmz.de/pdf/J60']
J61,JCM,YEAST-STARCH AGAR (B),https://mediadive.dsmz.de/medium/J61,['complex'],7.4,['Bacteria'],['210'],['https://mediadive.dsmz.de/strains/medium/J61'],['https://mediadive.dsmz.de/pdf/J61']
J62,JCM,GLYCEROL-CALCIUM MALATE AGAR,https://mediadive.dsmz.de/medium/J62,['defined'],,['Bacteria'],['4'],['https://mediadive.dsmz.de/strains/medium/J62'],['https://mediadive.dsmz.de/pdf/J62']
J63,JCM,SAUTON'S SYNTHETIC MEDIUM,https://mediadive.dsmz.de/medium/J63,['defined'],7.2,[],[],[],['https://mediadive.dsmz.de/pdf/J63']
J64,JCM,PEPTONE-CZAPEK'S AGAR,https://mediadive.dsmz.de/medium/J64,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/J64']
J65,JCM,CELLULOSE AGAR,https://mediadive.dsmz.de/medium/J65,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/J65']
J66,JCM,V8 JUICE AGAR,https://mediadive.dsmz.de/medium/J66,['complex'],7.2,['Bacteria'],['337'],['https://mediadive.dsmz.de/strains/medium/J66'],['https://mediadive.dsmz.de/pdf/J66']
J67,JCM,TRYPTICASE SOY AGAR WITH 1% GLUCOSE,https://mediadive.dsmz.de/medium/J67,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/J67']
J68,JCM,GYP-SODIUM ACETATE-MINERAL SALTS BROTH,https://mediadive.dsmz.de/medium/J68,['complex'],6.8,['Bacteria'],['45'],['https://mediadive.dsmz.de/strains/medium/J68'],['https://mediadive.dsmz.de/pdf/J68']
J69,JCM,JCM MEDIUM No. 69,https://mediadive.dsmz.de/medium/J69,['complex'],,['Bacteria'],['18'],['https://mediadive.dsmz.de/strains/medium/J69'],['https://mediadive.dsmz.de/pdf/J69']
J70,JCM,BLOOD AGAR,https://mediadive.dsmz.de/medium/J70,['complex'],,['Bacteria'],['82'],['https://mediadive.dsmz.de/strains/medium/J70'],['https://mediadive.dsmz.de/pdf/J70']
J72,JCM,BRAIN HEART INFUSION WITH 5% NaCl,https://mediadive.dsmz.de/medium/J72,['complex'],,['Bacteria'],['16'],['https://mediadive.dsmz.de/strains/medium/J72'],['https://mediadive.dsmz.de/pdf/J72']
J73,JCM,EMERSON'S YEAST-STARCH AGAR,https://mediadive.dsmz.de/medium/J73,['complex'],7.0,['Yeast'],['2'],['https://mediadive.dsmz.de/strains/medium/J73'],['https://mediadive.dsmz.de/pdf/J73']
J74,JCM,NUTRIENT AGAR,https://mediadive.dsmz.de/medium/J74,['complex'],7.0,['Bacteria'],['156'],['https://mediadive.dsmz.de/strains/medium/J74'],['https://mediadive.dsmz.de/pdf/J74']
J75,JCM,TRYPTICASE SOY AGAR,https://mediadive.dsmz.de/medium/J75,['complex'],,['Bacteria'],['375'],['https://mediadive.dsmz.de/strains/medium/J75'],['https://mediadive.dsmz.de/pdf/J75']
J76,JCM,R AGAR WITH 5% NaCl,https://mediadive.dsmz.de/medium/J76,['complex'],,['Bacteria'],['19'],['https://mediadive.dsmz.de/strains/medium/J76'],['https://mediadive.dsmz.de/pdf/J76']
J77,JCM,GYP AGAR,https://mediadive.dsmz.de/medium/J77,['complex'],6.8,['Bacteria'],['55'],['https://mediadive.dsmz.de/strains/medium/J77'],['https://mediadive.dsmz.de/pdf/J77']
J78,JCM,ANAEROBE MEDIUM NO. 1,https://mediadive.dsmz.de/medium/J78,['complex'],7.5,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J78'],['https://mediadive.dsmz.de/pdf/J78']
J79,JCM,METHANOL-UTILIZING BACTERIA MEDIUM B,https://mediadive.dsmz.de/medium/J79,['defined'],7.1,['Bacteria'],['63'],['https://mediadive.dsmz.de/strains/medium/J79'],['https://mediadive.dsmz.de/pdf/J79']
J80,JCM,N-Z AMINE A MEDIUM,https://mediadive.dsmz.de/medium/J80,['complex'],,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J80'],['https://mediadive.dsmz.de/pdf/J80']
J81,JCM,GAUZE'S SYNTHETIC MEDIUM NO. 1,https://mediadive.dsmz.de/medium/J81,['complex'],7.3,['Bacteria'],['9'],['https://mediadive.dsmz.de/strains/medium/J81'],['https://mediadive.dsmz.de/pdf/J81']
J82,JCM,ALKALINE YEAST EXTRACT-MALT EXTRACT AGAR,https://mediadive.dsmz.de/medium/J82,['complex'],10.0,['Bacteria'],['15'],['https://mediadive.dsmz.de/strains/medium/J82'],['https://mediadive.dsmz.de/pdf/J82']
J83,JCM,GAM MEDIUM,https://mediadive.dsmz.de/medium/J83,['complex'],,['Bacteria'],['42'],['https://mediadive.dsmz.de/strains/medium/J83'],['https://mediadive.dsmz.de/pdf/J83']
J84,JCM,GAM SEMISOLID,https://mediadive.dsmz.de/medium/J84,['complex'],,['Bacteria'],['517'],['https://mediadive.dsmz.de/strains/medium/J84'],['https://mediadive.dsmz.de/pdf/J84']
J85,JCM,2% NaCl-YPG AGAR,https://mediadive.dsmz.de/medium/J85,['complex'],5.3,['Yeast'],['8'],['https://mediadive.dsmz.de/strains/medium/J85'],['https://mediadive.dsmz.de/pdf/J85']
J86,JCM,25% GLUCOSE MEDIUM,https://mediadive.dsmz.de/medium/J86,['complex'],,['Yeast'],['1'],['https://mediadive.dsmz.de/strains/medium/J86'],['https://mediadive.dsmz.de/pdf/J86']
J87,JCM,MODIFIED SOUR DOUGH MEDIUM,https://mediadive.dsmz.de/medium/J87,['complex'],5.6,['Bacteria'],['1'],['https://mediadive.dsmz.de/strains/medium/J87'],['https://mediadive.dsmz.de/pdf/J87']
J88,JCM,1% OGAWA MEDIUM,https://mediadive.dsmz.de/medium/J88,['complex'],,[],[],[],['https://mediadive.dsmz.de/pdf/J88']
