Organism Group,Name,Name Link,Taxonomy Link,Growth media,Growth Media Links,External Links,Synonyms,Growth Conditions
Bacterium,Bacillus mycoides DSM 303,https://mediadive.dsmz.de/strains/view/DSM 303,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-303', 'https://bacdive.dsmz.de/strain/741']","DSM 303, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-303","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 303', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Pseudomonas sp. DSM 304,https://mediadive.dsmz.de/strains/view/DSM 304,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas sp.,['1a'],['https://mediadive.dsmz.de/medium/1a'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-304', 'https://bacdive.dsmz.de/strain/24368']","DSM 304, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-304, , IMG 1591    ","[{'media_title': '1a: REACTIVATION WITH LIQUID MEDIUM 1', 'media_link': '/medium/1a?ccno=DSM 304', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Bacillus mycoides DSM 307,https://mediadive.dsmz.de/strains/view/DSM 307,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-307', 'https://bacdive.dsmz.de/strain/742']","DSM 307, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-307","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 307', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Bacillus mycoides DSM 309,https://mediadive.dsmz.de/strains/view/DSM 309,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-309', 'https://bacdive.dsmz.de/strain/743']","DSM 309, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-309","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 309', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacterium,Rhodococcus erythropolis DSM 312,https://mediadive.dsmz.de/strains/view/DSM 312,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodococcus erythropolis,['535'],['https://mediadive.dsmz.de/medium/535'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-312', 'https://bacdive.dsmz.de/strain/10851']","
        ATCC 15591, CCUG 27198, , DSM 312, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-312","[{'media_title': '535: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/535?ccno=DSM 312', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Bacterium,Rhodococcus erythropolis DSM 313,https://mediadive.dsmz.de/strains/view/DSM 313,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodococcus erythropolis,['53'],['https://mediadive.dsmz.de/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-313', 'https://bacdive.dsmz.de/strain/10852']","
        ATCC 19140, , DSM 313, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-313","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 313', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Sarcina maxima DSM 316,https://mediadive.dsmz.de/strains/view/DSM 316,https://mediadive.dsmz.de/taxonomy?level=species&item=Sarcina maxima,['21*'],['https://mediadive.dsmz.de/medium/21?strain=195'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-316', 'https://bacdive.dsmz.de/strain/2506']","
        ATCC 33910, , DSM 316, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-316, , IMET B 103    ","[{'media_title': '21: SARCINA MEDIUM', 'media_link': '/medium/21?ccno=DSM 316', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Bacterium,Sporosarcina ureae DSM 317,https://mediadive.dsmz.de/strains/view/DSM 317,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina ureae,"['2', 'J22']","['https://mediadive.dsmz.de/medium/2', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-317', 'https://bacdive.dsmz.de/strain/11987']","
        CCM 858, , DSM 317, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-317, , IAM 13054, , JCM 2578, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=317, , NCIB 9150, NCIMB 9150    ","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 317', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 317', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Priestia megaterium DSM 319,https://mediadive.dsmz.de/strains/view/DSM 319,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-319', 'https://bacdive.dsmz.de/strain/717']","DSM 319, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-319","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 319', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Sporosarcina ureae DSM 320,https://mediadive.dsmz.de/strains/view/DSM 320,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina ureae,"['2', 'J22']","['https://mediadive.dsmz.de/medium/2', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-320', 'https://bacdive.dsmz.de/strain/11988']","
        ATCC 13881, BCRC 10776, CCM 860, , DSM 320, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-320, , IAM 13055, , JCM 2579, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=320, , NCIB 9151, NCIMB 9151    ","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 320', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 320', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Priestia megaterium DSM 321,https://mediadive.dsmz.de/strains/view/DSM 321,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-321', 'https://bacdive.dsmz.de/strain/718']","DSM 321, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-321","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 321', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Priestia megaterium DSM 322,https://mediadive.dsmz.de/strains/view/DSM 322,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-322', 'https://bacdive.dsmz.de/strain/719']","DSM 322, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-322","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 322', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Sporosarcina pasteurii DSM 323,https://mediadive.dsmz.de/strains/view/DSM 323,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina pasteurii,['2'],['https://mediadive.dsmz.de/medium/2'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-323', 'https://bacdive.dsmz.de/strain/11980']","DSM 323, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-323","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 323', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Metabacillus fastidiosus DSM 324,https://mediadive.dsmz.de/strains/view/DSM 324,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-324', 'https://bacdive.dsmz.de/strain/660']","
        ATCC 29312, , DSM 324, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-324, , NCIB 10016, NRS 1545    ","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 324', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Metabacillus fastidiosus DSM 325,https://mediadive.dsmz.de/strains/view/DSM 325,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-325', 'https://bacdive.dsmz.de/strain/661']","
        ATCC 29313, , DSM 325, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-325, , NCIB 10017, NRS 1546    ","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 325', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Metabacillus fastidiosus DSM 326,https://mediadive.dsmz.de/strains/view/DSM 326,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-326', 'https://bacdive.dsmz.de/strain/662']","
        ATCC 29314, , DSM 326, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-326, , NRS 1547    ","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 326', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Azotobacter chroococcum DSM 328,https://mediadive.dsmz.de/strains/view/DSM 328,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-328', 'https://bacdive.dsmz.de/strain/12729']","DSM 328, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-328","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 328', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 328', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Paenibacillus chibensis DSM 329,https://mediadive.dsmz.de/strains/view/DSM 329,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus chibensis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-329', 'https://bacdive.dsmz.de/strain/11544']","
        ATCC 9966, CCM 1084, , DSM 329, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-329, , NCIB 8144, NRS 1136, PCI 221    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 329', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Azotobacter vinelandii DSM 332,https://mediadive.dsmz.de/strains/view/DSM 332,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-332', 'https://bacdive.dsmz.de/strain/12740']","DSM 332, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-332","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 332', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 332', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Priestia megaterium DSM 333,https://mediadive.dsmz.de/strains/view/DSM 333,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-333', 'https://bacdive.dsmz.de/strain/714']","DSM 333, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-333","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 333', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Ancylobacter aquaticus DSM 334,https://mediadive.dsmz.de/strains/view/DSM 334,https://mediadive.dsmz.de/taxonomy?level=species&item=Ancylobacter aquaticus,"['7', '81', '428', 'J349']","['https://mediadive.dsmz.de/medium/7', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/428', 'https://mediadive.dsmz.de/medium/J349']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-334', 'https://bacdive.dsmz.de/strain/17382']","
        ATCC 27068, CCM 2549, , DSM 334, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-334, , IAM 12361, IAM 12362, , JCM 20515, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=334, , , JCM 20516, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=334","[{'media_title': '7: ANCYLOBACTER - SPIROSOMA MEDIUM', 'media_link': '/medium/7?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': 'J349: ANCYLOBACTER-SPIROSOMA MEDIUM', 'media_link': '/medium/J349?ccno=DSM 334', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Brevibacillus laterosporus DSM 335,https://mediadive.dsmz.de/strains/view/DSM 335,https://mediadive.dsmz.de/taxonomy?level=species&item=Brevibacillus laterosporus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-335', 'https://bacdive.dsmz.de/strain/11406']","
        ATCC 6456, CCM 831, CIP 52.85, , DSM 335, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-335, , NRS 661    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 335', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Priestia megaterium DSM 337,https://mediadive.dsmz.de/strains/view/DSM 337,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-337', 'https://bacdive.dsmz.de/strain/715']","DSM 337, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-337","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 337', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Xanthobacter flavus DSM 338,https://mediadive.dsmz.de/strains/view/DSM 338,https://mediadive.dsmz.de/taxonomy?level=species&item=Xanthobacter flavus,"['1', '81', '428', 'J74']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/428', 'https://mediadive.dsmz.de/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-338', 'https://bacdive.dsmz.de/strain/17428']","
        ATCC 35867, BCRC 12271, CCM 4469, CIP 105434, , DSM 338, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-338, , IFO 14759, , JCM 1204, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=338, , LMG 7045, NBRC 14759, NCAIM B.01946, NCIB 10071, NCIMB 10071, NRRL B-14838, VKM B-2106    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J74: NUTRIENT AGAR', 'media_link': '/medium/J74?ccno=DSM 338', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Priestia megaterium DSM 339,https://mediadive.dsmz.de/strains/view/DSM 339,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-339', 'https://bacdive.dsmz.de/strain/716']","DSM 339, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-339","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 339', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Clavibacter insidiosus DSM 340,https://mediadive.dsmz.de/strains/view/DSM 340,https://mediadive.dsmz.de/taxonomy?level=species&item=Clavibacter insidiosus,['53'],['https://mediadive.dsmz.de/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-340', 'https://bacdive.dsmz.de/strain/7285']","DSM 340, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-340","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 340', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Pseudarthrobacter polychromogenes DSM 342,https://mediadive.dsmz.de/strains/view/DSM 342,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudarthrobacter polychromogenes,"['53', 'J22', 'J26']","['https://mediadive.dsmz.de/medium/53', 'https://mediadive.dsmz.de/medium/J22', 'https://mediadive.dsmz.de/medium/J26']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-342', 'https://bacdive.dsmz.de/strain/7532']","
        BCRC 12113, , DSM 342, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-342, , ICPB 2568, ICPB 2568 AN, , JCM 3876, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=342","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 342', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 342', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J26: R AGAR', 'media_link': '/medium/J26?ccno=DSM 342', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Priestia megaterium DSM 344,https://mediadive.dsmz.de/strains/view/DSM 344,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-344', 'https://bacdive.dsmz.de/strain/720']","DSM 344, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-344","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 344', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Bacillus cereus DSM 345,https://mediadive.dsmz.de/strains/view/DSM 345,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus cereus,"['1', '92', '693']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/92', 'https://mediadive.dsmz.de/medium/693']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-345', 'https://bacdive.dsmz.de/strain/605']","
        ATCC 11778, ATCC 9634, BTCC 924, CCM 869, CECT 193, , DSM 345, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-345, , FDA PCI 213, HNCMB 100003, IMET 10883, IMET 10884, NBIMCC 1085, NCDO 720, NCIMB 8012, NCIMB 8849, NCIMB 9231, NCTC 10320, PCI 213, WDCM 00001    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 345', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '92: TRYPTICASE SOY YEAST EXTRACT MEDIUM', 'media_link': '/medium/92?ccno=DSM 345', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '693: COLUMBIA BLOOD MEDIUM', 'media_link': '/medium/693?ccno=DSM 345', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Staphylococcus aureus DSM 346,https://mediadive.dsmz.de/strains/view/DSM 346,https://mediadive.dsmz.de/taxonomy?level=species&item=Staphylococcus aureus,"['92', '693', 'J22', 'J27']","['https://mediadive.dsmz.de/medium/92', 'https://mediadive.dsmz.de/medium/693', 'https://mediadive.dsmz.de/medium/J22', 'https://mediadive.dsmz.de/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-346', 'https://bacdive.dsmz.de/strain/14445']","
        ATCC 6538P, BCRC 10451, CCM 2022, CCUG 1828, CECT 240, CGMCC 1.2910, CIP 53.156, , DSM 346, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-346, , FDA 209P, IAM 1011, IAM 12082, IFO 12732, IID 671, , JCM 2151, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=346, , KCTC 1927, LMG 8195, NBRC 12732, NCFB 1963, NCIMB 8625, NCTC 7447, NRIC 1136, NRRL B-313, RIMD 3109007, WDCM 00033    ","[{'media_title': '92: TRYPTICASE SOY YEAST EXTRACT MEDIUM', 'media_link': '/medium/92?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': '693: COLUMBIA BLOOD MEDIUM', 'media_link': '/medium/693?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J27: TRYPTO-SOYA AGAR', 'media_link': '/medium/J27?ccno=DSM 346', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Bacillus spizizenii DSM 347,https://mediadive.dsmz.de/strains/view/DSM 347,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus spizizenii,"['1', 'J22']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-347', 'https://bacdive.dsmz.de/strain/1187']","
        AHU 1038, ATCC 6633, BCRC 10447, BUCSAV 425, CCM 1999, CCUG 10779, CECT 356, CIP 52.62, , DSM 347, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-347, , IAM 1069, IFO 3134, IID 506, IMET 10880, , JCM 20035, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=347, , , JCM 2499, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=347, , KCTC 2189, LMG 8197, NBRC 3134, NCIB 8054, NCIMB 8054, NCTC 10400, NRIC 1022, NRIC 1521, NRRL B-209, NRRL B-354, OUT 8351, PCI 219, RIMD 0225013, VTT E-85231, WDCM 00003    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 347', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 347', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Kocuria rhizophila DSM 348,https://mediadive.dsmz.de/strains/view/DSM 348,https://mediadive.dsmz.de/taxonomy?level=species&item=Kocuria rhizophila,"['1', 'J22']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-348', 'https://bacdive.dsmz.de/strain/7646']","
        ATCC 9341, BCRC 10449, CCM 552, CECT 241, CIP 53.45, CNCTC 5039, , DSM 348, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-348, , IAM 1099, IFO 12708, , JCM 20050, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=348, , LMG 8194, LMG 8764, LMG 8789, LMG 8816, NBRC 103217, NBRC 12708, NBRC 3232, NCIMB 8553, NCTC 8340, PCI 1001    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 348', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 348', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacterium,Bacillus thuringiensis DSM 350,https://mediadive.dsmz.de/strains/view/DSM 350,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus thuringiensis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-350', 'https://bacdive.dsmz.de/strain/1005']","DSM 350, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-350","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 350', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Bacillus cereus DSM 351,https://mediadive.dsmz.de/strains/view/DSM 351,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus cereus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-351', 'https://bacdive.dsmz.de/strain/606']","DSM 351, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-351","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 351', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacterium,Bacillus sp. DSM 352,https://mediadive.dsmz.de/strains/view/DSM 352,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['12'],['https://mediadive.dsmz.de/medium/12'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-352', 'https://bacdive.dsmz.de/strain/824']","
        VKM B-881, BKM B-881, , DSM 352, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-352","[{'media_title': '12: SOIL EXTRACT MEDIUM', 'media_link': '/medium/12?ccno=DSM 352', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
