ID,Step,Solution,Solution_link,Medium,Mediums_link
step-3151,Prepare the medium without the vitamin solution. Adjust to pH 7.25. Dispense the medium into Hungate tubes or serum bottles. Sterilize by autoclaving. Before inoculation add the sterile vitamin solution.,2849,/solutions/2849,1404,/medium/1404
step-3152,Adjust to pH 7.2 and sterilize by autoclaving. The medium may be solidified by adding 15.0 g/l agar.,2853,/solutions/2853,1405,/medium/1405
step-6402,"adjust pH to 3-4 with HCl; autoclave in closed bottles, 120°C, 20 min.",5704,/solutions/5704,1464,/medium/1464
step-3155,Adjust to pH 7.0 and sterilize by autoclaving. The medium may be solidified by adding 20.0 g/l agar.,2859,/solutions/2859,1407,/medium/1407
step-3156,Prepare the liquid medium. Adjust to pH 10.0. Dispense the medium into serum bottles under gassing with N2. Sterilize by autoclaving,2862,/solutions/2862,1408,/medium/1408
step-3157,Prepare the liquid medium. Final pH 5.8-6.2. Dispense the medium into serum bottles with a medium to headspace ratio of about 1:4. Add 20% methane to the gas phase. Sterilize by autoclaving. Incubate the cultures with shaking.,2864,/solutions/2864,1409,/medium/1409
step-3158,Prepare the liquid medium. Adjust to pH 6.3 with 10 M KOH solution. Boil the medium in a water bath and cool under N2:CO2(80:20 v/v) to room temperature. Dispense the medium into Hungate tubes or serum bottles under gassing with N2:CO2(80:20 v/v). Sterilize by autoclaving. Before inoculation add from sterile stock solutions:,2867,/solutions/2867,1410,/medium/1410
step-3159,Final pH 7.2 - 7.4,2867,/solutions/2867,1410,/medium/1410
step-3160,Adjust to pH 7.0 - 7.5 and sterilize by autoclaving. The medium may be solidified by adding 20.0 g/l agar.,2870,/solutions/2870,1411,/medium/1411
step-3161,Prepare the liquid medium. Adjust to pH 6.2 with HCl or NaOH. Dispense the medium into serum bottles under gassing with N2:CO2(80:20 v/v) for one minute. 20% methane and 5% air is added to the gas phase,5852,/solutions/5852,1412,/medium/1412
step-3162,Before inoculation add from sterile stock solutions:,5852,/solutions/5852,1412,/medium/1412
step-6906,Fill under N2CO2in hungate tubes (10 ml),5948,/solutions/5948,1790,/medium/1790
step-3165,Prepare the liquid medium. Dispense the medium into serum bottles. After sterilization pH 10.0. Before inoculation add from sterile stock solutions:,2877,/solutions/2877,1413,/medium/1413
step-3166,Adjust to pH 5.9 before autoclaving,2879,/solutions/2879,1414,/medium/1414
step-3167,Adjust to pH 3.0,2880,/solutions/2880,1414,/medium/1414
step-3168,Filtersterilized,2881,/solutions/2881,1414,/medium/1414
step-3169,Prepare the liquid medium. Before inoculation add from sterile stock solutions:,2879,/solutions/2879,1414,/medium/1414
step-3170,Adjust to pH 8.0 - 8.5 with 0.5 N NaOH.,2879,/solutions/2879,1414,/medium/1414
step-3171,Prepare the liquid medium. Adjust to pH 8.5. Before inoculation add from sterile stock solutions:,2883,/solutions/2883,1415,/medium/1415
step-3172,Prepare separate solutions of sodium thiosulfate and magnesium sulfate. Adjust solutions to pH 7.5 -8.0 and sterilize by autoclaving. Add sterile trace element solution after autoclving and combining the solutions.,2886,/solutions/2886,1416,/medium/1416
step-3173,"First dissolve FeCl2in the hydrochloric acid, then dilute in water, add and dissolve the other salts. Finally make up to 1000.0 ml.",2887,/solutions/2887,1416,/medium/1416
step-7507,After combining the autoclaved compounds add the following sterile solutions.,6321,/solutions/6321,1812,/medium/1812
step-7508,"For DSM 115919, use 20 mL of the liquid medium in 100 mL Erlenmeyerflasks (or 5 mL in 15 mL glas tubes) and add cellulose (Whatman filter paper no. 556 - Ref. No. 10310992) and incubate at 35°C shaking heavily (150 rpm)",6321,/solutions/6321,1812,/medium/1812
step-7501,Autoclave at121 °Cfor15 min.,2889,/solutions/2889,1417,/medium/1417
step-7502,Autoclave at121 °Cfor15 min.,6321,/solutions/6321,1812,/medium/1812
step-7503,Fill carbonate and bicarbonate powders (dry) together in a 1L bottle.,6321,/solutions/6321,1812,/medium/1812
step-7504,Dissolve the following compounds in 1 L and autoclave separately.,6321,/solutions/6321,1812,/medium/1812
step-7505,Autoclave at121 °Cfor15 min.,6321,/solutions/6321,1812,/medium/1812
step-7506,Combine the autoclaved solution with the autoclaved carbonate and bicarbonate powder and dissolve.,6321,/solutions/6321,1812,/medium/1812
step-3177,Adjust pH to 7.5,2894,/solutions/2894,1419,/medium/1419
step-3178,Adjust pH to 7.5,2895,/solutions/2895,1419,/medium/1419
step-3179,For solid media add 15.0 g agar to solution B,2893,/solutions/2893,1419,/medium/1419
step-3180,Autoclave solution A and B separately and combine after cooling.,2893,/solutions/2893,1419,/medium/1419
step-3181,"Dissolve the nitrilotriacetic acid, adjust the pH to 7.0 with KOH (about 7.3 g). Dissolve other salts separately, combine and adjust the pH to 6.8 with NaOH or H2SO4.",2897,/solutions/2897,1419,/medium/1419
step-3182,Dissolve the EDTA and add a few drops of concentrated H2SO4to retard precipitation of the heavy metal ions.,2898,/solutions/2898,1419,/medium/1419
step-3183,Prepare the liquid medium. Before inoculation add from sterile stock solutions:,2893,/solutions/2893,1419,/medium/1419
step-3184,Adjust pH to 7.5,2901,/solutions/2901,1420,/medium/1420
step-3185,Adjust pH to 7.5,2902,/solutions/2902,1420,/medium/1420
step-3186,For solid media add 15.0 g agar to solution B,2900,/solutions/2900,1420,/medium/1420
step-3187,Autoclave solution A and B separately and combine after cooling.,2900,/solutions/2900,1420,/medium/1420
step-3188,"Dissolve the nitrilotriacetic acid, adjust the pH to 7.0 with KOH (about 7.3 g). Dissolve other salts separately, combine and adjust the pH to 6.8 with NaOH or H2SO4.",2904,/solutions/2904,1420,/medium/1420
step-3189,Dissolve the EDTA and add a few drops of concentrated H2SO4to retard precipitation of the heavy metal ions.,2905,/solutions/2905,1420,/medium/1420
step-3190,Prepare the liquid medium. Before inoculation add from sterile stock solutions:,2900,/solutions/2900,1420,/medium/1420
step-3191,Prepare the liquid medium. Adjust to pH 7.5. Before inoculation add from sterile stock solutions:,2908,/solutions/2908,1421,/medium/1421
step-3192,Adjust to pH 7.0,2911,/solutions/2911,1422,/medium/1422
step-6884,Sparge medium with100% N2gas mixture to make it anoxic.,5551,/solutions/5551,26,/medium/26
step-6885,Autoclave at121 °Cfor20 min.,5551,/solutions/5551,26,/medium/26
step-6886,Fill 10 ml in 15 ml tubes with a rubber septum under a stream of nitrogen gas.,5551,/solutions/5551,26,/medium/26
step-6887,Sterile syringes are used to inoculate and remove samples.,5551,/solutions/5551,26,/medium/26
step-3194,Adjust to pH 7.0. The medium may be solidified by adding 20.0 g/l agar.,2915,/solutions/2915,1424,/medium/1424
step-3195,adjust pH to 7.0,2916,/solutions/2916,1425,/medium/1425
step-3196,Add to 1000 ml of medium after autoclaving:,2916,/solutions/2916,1425,/medium/1425
step-3197,Dissolve by shaking overnight. Sterilize by autoclaving.,2917,/solutions/2917,1425,/medium/1425
step-3198,"First dissolve FeCl2in HCl, then dilute with water, add and dissolve the other salts. Finally make up to 1000.0 ml.",2918,/solutions/2918,1425,/medium/1425
step-3199,adjust pH to 5.5,2920,/solutions/2920,1426,/medium/1426
step-3200,Add to 1000 ml of medium after autoclaving:,2920,/solutions/2920,1426,/medium/1426
step-3201,Dissolve by shaking overnight. Sterilize by autoclaving.,2921,/solutions/2921,1426,/medium/1426
step-3202,"First dissolve FeCl2in HCl, then dilute with water, add and dissolve the other salts. Finally make up to 1000.0 ml.",2922,/solutions/2922,1426,/medium/1426
step-3203,Autoclave for 15 min. and filter the cooled liquid until clear; fill up to 1 L.,2925,/solutions/2925,1427,/medium/1427
step-3204,Autoclave at 121°C for 15 min.,2925,/solutions/2925,1427,/medium/1427
step-3205,Adjust to pH 7.0. The medium may be solidified by adding 20.0 g/l agar.,2926,/solutions/2926,1428,/medium/1428
step-6420,"After autoclaving add sterile, anoxic solutions of:",3008,/solutions/3008,1465,/medium/1465
step-3210,The ethanol and acetic acid are sterilized separately by filtration (use filters resistant to these solvents) and added aseptically to the sterile medium. The medium may be solidified by adding 15.0 g/l agar.,2928,/solutions/2928,1430,/medium/1430
step-3211,Liquid medium may be prepared by adding all components together. Agar (2%) medium should be prepared without Na2CO3and sterilised by autoclaving. Add 20-30 ml of a sterile 10% Na2CO3solution to the autoclaved medium containing agar so that the final pH is 9.0.,2929,/solutions/2929,1431,/medium/1431
step-3212,Sterilize 20 min. /121°C. After cooling to 60°C add to the medium:,2930,/solutions/2930,1432,/medium/1432
step-3213,"Dissolve NTA first by neutralizing with KOH, then add other salts. Adjust pH to 7.2 with KOH or H2SO4. Adjust volume to 1000.0 ml with distilled water.",2931,/solutions/2931,1432,/medium/1432
step-3214,Dissolve the EDTA and add a few drops of concentrated H2SO4to retard precipitation of the heavy metal ions.,2932,/solutions/2932,1432,/medium/1432
step-3215,Adjust to pH 5.2 with H3PO4prior to addition of carbon sources.,2933,/solutions/2933,1433,/medium/1433
step-3216,Autoclave at 121°C for 15 minutes.,2933,/solutions/2933,1433,/medium/1433
step-3217,pH 7.0,2934,/solutions/2934,1434,/medium/1434
step-3218,Prepare the medium without methanol and vitamin B12in closed vessels with a medium to headspace ratio of 1:5 to 1:10. Adjust pH to 7.0 and sterilize. Allow to cool to about 45°C before adding 1mL filter-sterilized Vitamin B12stock solution (0.1mg/100ml) and 10 mL filter-sterilized methanol per litre medium.,2934,/solutions/2934,1434,/medium/1434
step-6396,After autoclaving add solution 2 to solution 1.,2954,/solutions/2954,1440,/medium/1440
step-3220,Prepare the medium without ethanol in closed vessels with a medium to headspace ratio of 1:5 to 1:10. Adjust pH to 7.0 and sterilize. Allow to cool to about 45°C before adding 0.5 mL filter-sterilized ethanol per liter medium.,2937,/solutions/2937,1435,/medium/1435
step-3221,"Adjust pH to 7.5, autoclave at 121°C for 20 min.",2939,/solutions/2939,1436,/medium/1436
step-3222,"Adjust pH to 7.5, filter-sterilize",2940,/solutions/2940,1436,/medium/1436
step-3223,After autoclaving add solution 2 to solution 1.,2938,/solutions/2938,1436,/medium/1436
step-3224,filter-sterilized,2941,/solutions/2941,1436,/medium/1436
step-3225,"Adjust pH to 9.0 with NaOH, autoclave at 121°C for 20 min.",2943,/solutions/2943,1437,/medium/1437
step-3226,"Adjust pH to 9.0 with NaOH, filter-sterilized",2944,/solutions/2944,1437,/medium/1437
step-3227,After autoclaving add solution 2 to solution 1.,2942,/solutions/2942,1437,/medium/1437
step-3228,Filter-sterilized.,2945,/solutions/2945,1437,/medium/1437
step-3229,"Adjust pH to 7.5, autoclave at 121°C for 20 min.",2947,/solutions/2947,1438,/medium/1438
step-3230,For agar plates increase the pH of the Tris/HCl buffer to 8.5.,2947,/solutions/2947,1438,/medium/1438
step-3231,"Adjust pH to 7.5, filter-sterilize",2948,/solutions/2948,1438,/medium/1438
step-3232,After autoclaving add solution 2 to solution 1.,2946,/solutions/2946,1438,/medium/1438
step-3233,Filter-sterilized.,2949,/solutions/2949,1438,/medium/1438
step-3234,"Adjust pH to 9.0, autoclave at 121°C for 20 min.",2951,/solutions/2951,1439,/medium/1439
step-3235,"Adjust pH to 9.0, filter-sterilize, and add to solution 1.",2952,/solutions/2952,1439,/medium/1439
step-3236,Filter-sterilized.,2953,/solutions/2953,1439,/medium/1439
step-3237,"Adjust pH to 7.5, autoclave at 121°C for 20 min.",2955,/solutions/2955,1440,/medium/1440
step-3238,"Adjust pH to 7.5, filter-sterilize",2956,/solutions/2956,1440,/medium/1440
step-3239,After autoclaving add solution 2 to solution 1.,2956,/solutions/2956,1440,/medium/1440
step-3240,Filter-sterilized.,2957,/solutions/2957,1440,/medium/1440
step-3241,"Adjust pH to 9.0, autoclave at 121°C for 20 min.",2959,/solutions/2959,1441,/medium/1441
step-3242,"Adjust pH to 9.0, filter-sterilize, and add to solution 1.",2960,/solutions/2960,1441,/medium/1441
step-3243,Filter-sterilized.,2961,/solutions/2961,1441,/medium/1441
step-3244,"Dissolve the nitrilotriacetic acid, adjust the pH to 7.0 with KOH (about 7.3 g). Dissolve other salts separately, combine and adjust the pH to 6.8 with NaOH or H2SO4.",2962,/solutions/2962,1441,/medium/1441
step-3245,Dissolve the EDTA and add a few drops of concentrated H2SO4to retard precipitation of the heavy metal ions.,2963,/solutions/2963,1441,/medium/1441
step-3246,"Adjust pH to 7.5, autoclave at 121°C for 20 min.",2964,/solutions/2964,1442,/medium/1442
step-3247,For agar plates increase the pH of the Tris/HCl buffer to 8.5.,2964,/solutions/2964,1442,/medium/1442
step-3248,Filter-sterilized.,2965,/solutions/2965,1442,/medium/1442
step-3249,"Adjust pH to 7.5, autoclave at 121°C for 20 min.",2968,/solutions/2968,1443,/medium/1443
step-3250,For agar plates increase the pH of the Tris/HCl buffer to 8.5.,2968,/solutions/2968,1443,/medium/1443
step-3251,"Adjust pH to 7.5, filter-sterilize, and add to solution 1.",2969,/solutions/2969,1443,/medium/1443
step-3252,Filter-sterilized.,2970,/solutions/2970,1443,/medium/1443
step-3253,"Adjust pH to 7.5, autoclave at 121°C for 20 min.",2973,/solutions/2973,1444,/medium/1444
step-3254,For agar plates increase the pH of the Tris/HCl buffer to 8.5.,2973,/solutions/2973,1444,/medium/1444
step-3255,"Adjust pH to 7.5, filter-sterilize, and add to solution 1.",2974,/solutions/2974,1444,/medium/1444
step-3256,Adjust pH to 7.0. Autoclave 20 min at 121°C.,2976,/solutions/2976,1445,/medium/1445
step-3257,"We recommend that liquid and solid media be made by autoclaving the Na2CO3separately, otherwise the high pH will cause ammonia to be lost. When making media solidified with agar (20 g/l) the agar should also not be autoclaved with the Na2CO3otherwise the agar will be hydrolysed. When mixing the ingredients for media cool all components to about 55°C otherwise hydrolysis of the agar may occur. Adjust pH after autoclaving by adding the NaHCO3(8 %) to pH 9.0. Please note that the NaHCO3solution should be filter sterilized.",2977,/solutions/2977,1446,/medium/1446
step-3258,Adjust pH to 5.5. Dissolve malt extract in water and autoclave 15 min at 121°C; filter until entirely clear. Fill up to 1 L add agar and autoclave again.,2978,/solutions/2978,1447,/medium/1447
step-3259,Adjust pH to 7.3. Autoclave 20 min at 121°C.,2979,/solutions/2979,1448,/medium/1448
step-3260,After autoclaving add vitamin solution.,2979,/solutions/2979,1448,/medium/1448
step-3261,Filter-sterilized,2980,/solutions/2980,1448,/medium/1448
step-3262,Adjust to pH 7.2 and autoclave.,2981,/solutions/2981,1449,/medium/1449
step-3263,When making media solidified with agar (20 g/l) the agar should not be autoclaved with the NaCl.,2982,/solutions/2982,1450,/medium/1450
step-3264,Adjust to pH 7.2,2982,/solutions/2982,1450,/medium/1450
step-3265,"Dissolve ingredients (except ferric citrate, carbonate and vitamins) and sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add ferric citrate (dissolve by boiling and adjust pH to 6.5 - 7.0) and vitamins from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Sterilize vitamins by filtration. Adjust pH of the complete medium to 6.5, if necessary.",2983,/solutions/2983,1451,/medium/1451
step-3267,Adjust to pH 7.0 and sterilize by autoclaving. The medium may be solidified by adding 20.0 g/l agar.,2984,/solutions/2984,1452,/medium/1452
step-3268,Adjust to pH 7.5 and sterilize by autoclaving. The medium may be solidified by adding 12.0 g/l agar.,2986,/solutions/2986,1453,/medium/1453
step-3269,Adjust pH to 7.5 with NaOH.,2987,/solutions/2987,1454,/medium/1454
step-3270,"First dissolve the nitrilotriacetic acid and adjust pH to 6.5 with NaOH, and then add minerals. Final pH 7.0.",2988,/solutions/2988,1454,/medium/1454
step-3271,"Dissolve ingredients except bicarbonate, succinate, vitamins, cysteine and sulfide, then sparge medium with 100% CO2gas for 30 - 45 min to make it anoxic. Add the bicarbonate and equilibrate the medium with the CO2gas to reach a pH between 6.5 and 7.0. Dispense medium under 100% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add succinate, vitamins, cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. The vitamin solution should be sterilized by filtration. Prior to use adjust pH of complete medium to 6.6 - 6.8, if necessary.",2989,/solutions/2989,1455,/medium/1455
step-3272,"Dissolve ingredients except carbonate, pyruvate, cysteine and sulfide, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add pyruvate (sterilized by filtration), cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use adjust pH of complete medium to 7.0 - 7.2, if necessary.",2990,/solutions/2990,1456,/medium/1456
step-3273,"First dissolve FeCl2in the HCl, then dilute in water, add and dissolve the other salts. Make up to a final volume of 1000.0 ml.",2996,/solutions/2996,1457,/medium/1457
step-3274,"Autoclave solution A without the vitamin solution. Autoclave solution B in half full, closed bottles. Autoclave solution C. Combine the sterile solutions A, B, and C after cooling. Aseptically add 1.0 ml of the vitamin solution (filter sterilized) to 1 litre of the sterile medium.",2991,/solutions/2991,1457,/medium/1457
step-3275,"Adjust to pH 9.8. The medium may be solidified by adding 20 g/l agar, but care should be taken that the temperature of the solutions to be mixed are about 50°C, otherwise the agar will darken and degrade.",2991,/solutions/2991,1457,/medium/1457
step-3276,Autoclave glucose separately. Adjust to pH 7.0,2997,/solutions/2997,1458,/medium/1458
step-3277,"Dissolve ingredients except bicarbonate, glucose, cysteine and sulfide, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add glucose, cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and bicarbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use adjust pH of complete medium to 7.0 - 7.2, if necessary.",2998,/solutions/2998,1459,/medium/1459
step-3278,Final pH 7.5,2999,/solutions/2999,1460,/medium/1460
step-3279,"Add all the components together, except NaHCO3which is added from a sterilized stock solution when the autoclaved medium has cooled. Agar is added at a concentration of 20 g/l for solid media.",2999,/solutions/2999,1460,/medium/1460
step-3280,Final pH 9.0,3000,/solutions/3000,1461,/medium/1461
step-3281,"Add all the components together, except Na2CO3which is added from a sterilized stock solution when the autoclaved medium has cooled. Agar is added at a concentration of 20 g/l for solid media and should be cooled to about 55°C before the Na2CO3.is added.",3000,/solutions/3000,1461,/medium/1461
step-7370,Propagation of DSM 25223 in liquid cultures:Add 3 ml of aCaulobacter vibrioidesDSM 25117 culture (grown for 24 h in DSMZ medium 1462) to 20 ml of medium and inoculate with 1 ml of a liquid culture of DSM 25223 or transfer some material with an inoculation loop from the lysis zone of a double layer agar plate. Incubate with shaking (ca. 150 rpm) for approximately 48 h.,3002,/solutions/3002,1463,/medium/1463
step-3283,"Add all the components together, except calcium chloride which is added from a sterilized stock solution when the autoclaved medium has cooled. Agar is added at a concentration of 12 g/l for solid media. For agar media, do not add supplemental calcium.",3001,/solutions/3001,1462,/medium/1462
step-3285,"Add all the components together, except calcium chloride which is added from a sterilized stock solution when the autoclaved medium has cooled. Adjust final pH to 7.5.",3002,/solutions/3002,1463,/medium/1463
step-3286,Add 3 ml of a Caulobacter vibrioides DSM 25117 culture (grown for 24 h in DSMZ medium 1462) to 20 ml of medium and ioculate with 1 ml of a liquid culture of DSM 25223 or transfer some material with an inoculation loop from the lysis zone of a double layer agar plate. Incubate with shaking (ca. 150 rpm) for approximately 48 h.,3003,/solutions/3003,1463,/medium/1463
step-3287,Adjust pH to 10.0 with NaOH or HCl. Make anoxic under nitrogen stream and autoclave at 121°C.,3005,/solutions/3005,1464,/medium/1464
step-3299,Adjust pH to 10.0 with NaOH or HCl. Make anoxic under nitrogen stream and autoclave at 121°C.,3008,/solutions/3008,1465,/medium/1465
step-3300,Chitin (amorphous) 1 - 2 g/l (from 5% solution),3009,/solutions/3009,1465,/medium/1465
step-3301,MgSO41 mM (final concentration),3009,/solutions/3009,1465,/medium/1465
step-3302,NH4Cl 4 mM (final concentration),3009,/solutions/3009,1465,/medium/1465
step-3303,Na2S 1 mM (final concentration),3009,/solutions/3009,1465,/medium/1465
step-3304,"Acidic trace metals (Pfennig & Lippert, 1965)",3009,/solutions/3009,1465,/medium/1465
step-3305,"adjust pH to 3-4 with HCl; autoclave in closed bottles, 120°C, 20 min.",3009,/solutions/3009,1465,/medium/1465
step-3306,"Vitamine mixture (Pfennig & Lippert, 1965)",3009,/solutions/3009,1465,/medium/1465
step-3307,"1: acidic solution (HCl, pH 3; 100 ml)",3009,/solutions/3009,1465,/medium/1465
step-3308,2: basic solution (100 ml 0.1 N NaOH),3009,/solutions/3009,1465,/medium/1465
step-3309,3: Neutral solution (100 ml Aqua dem.),3009,/solutions/3009,1465,/medium/1465
step-3310,Sterilize by filtration and keep at 4°C. Before addition to the medium mix 1:1:1 (vol:vol:vol).,3009,/solutions/3009,1465,/medium/1465
step-3311,pH 7.0,3010,/solutions/3010,1466,/medium/1466
step-3312,Adjust to pH 7.0,3011,/solutions/3011,1467,/medium/1467
step-3313,Before autoclaving adjust pH to 7.0 with NaOH.,3012,/solutions/3012,1468,/medium/1468
step-3314,"For solid medium sterilize the MgCl2x 6 H2O dissolved in 500 ml distilled water by autoclaving. Dissolve the remaining ingredients in 500 ml distilled water (including 20.0 g agar), sterilise by autoclaving, cool to about 50°C and then mix with the warm sterile MgCl2solution before pouring the plates.",3012,/solutions/3012,1468,/medium/1468
step-6444,"Dilute 100 ml solution 1 to 1 litre with 2% NaCl and then add 1 ml of solution 3, 1 ml of
the trace elements, and 0.1 ml of solution 2. If solid media is required add 1.5% agar.
Dispense the medium into the growth vessels. If using sealed vessels it is appropriate to
add 25% methane to the gas phase and autoclave at 121C (15psi) for 15 minutes.
Autoclave the phosphate buffer separately. When the growth medium is cool 10 ml/l of
the phosphate buffer is added - if too warm the phosphate will precipitate. Liquid
cultures should be grown with shaking.",3105,/solutions/3105,1501,/medium/1501
step-6443,Prepare the growth medium as follows:,3105,/solutions/3105,1501,/medium/1501
step-6425,"Boil briefly and bubble with CO2for 30 minutes and filter sterilize into a sterile, gas-tight
screw-cap bottle.",5709,/solutions/5709,1469,/medium/1469
step-6426,"Degas water by bringing to a boil for a minute or two. Meanwhile, wash sulfide before
weighing – using plastic-forceps, dip a small chunk into dd H2O and dry sulfide and
forceps with lint-free wipes. Drop weighed sulfide chunk into the degassed water.",5710,/solutions/5710,1469,/medium/1469
step-7659,Autoclave at121 °Cfor15 min.,5710,/solutions/5710,1469,/medium/1469
step-7660,Autoclave at121 °Cfor15 min.,3047,/solutions/3047,1486,/medium/1486
step-7661,"after autoklaving, add the following from anaerobic, sterile (autoclaved) stock solutions (e.g., 100x)",3047,/solutions/3047,1486,/medium/1486
step-7662,Adjust pH to7.2.,3047,/solutions/3047,1486,/medium/1486
step-6424,Autoclave at 121°C for 15 min,5708,/solutions/5708,1469,/medium/1469
step-7669,"The pH of the combined trace metal solution is best adjusted to 4.0-4.5 (Guillard & Lorenzen, 1972).",6368,/solutions/6368,1828,/medium/1828
step-7690,"Combine all ingredients, adjust pH to 7.3 with 1 M NaOH and filter-sterilize",6374,/solutions/6374,1829,/medium/1829
step-7670,Prepare 1000 ml of a combined trace element solution (10-fold concentrated).,6368,/solutions/6368,1828,/medium/1828
step-7671,Make up to1000 mlwith distilled water.,6368,/solutions/6368,1828,/medium/1828
step-7672,Prepare 1000 ml of DSMZ 1828 medium. To 800 ml of destilled water add:,6369,/solutions/6369,1828,/medium/1828
step-7673,Autoclave at121 °Cfor20 min.,6369,/solutions/6369,1828,/medium/1828
step-7676,"After cooling, add 1 ml of the filter sterilised Vitamin mix under sterile conditions.",6369,/solutions/6369,1828,/medium/1828
step-7753,Adjust pH to7.2.,6392,/solutions/6392,1832,/medium/1832
step-7754,"Dissolve ingredients except glycerol, vitamins, and DTT. Adjust pH to 4.5 with H2SO4and sparge medium with 80% N2and 20% CO2gas for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add glycerol, vitamins, and DTT from sterile anoxic stock solutions prepared under 100% N2gas and sterilized by filtration. The pH of the complete medium should be at 4.5.",6393,/solutions/6393,1833,/medium/1833
step-3342,Adjust pH to 8.2 with NaOH.,3014,/solutions/3014,1470,/medium/1470
step-3343,Put a 3 inch strip of Whatman no. 1 filter paper into each test tube with the above solution to cover approximately 2/3 the length of the paper.,3016,/solutions/3016,1471,/medium/1471
step-3344,Adjust pH to 10.5,3017,/solutions/3017,1472,/medium/1472
step-3345,Prepare the liquid medium. Boil the medium in a water bath and cool under N2to room temperature. Adjust to pH 5.8-6.2. Dispense the medium into Hungate tubes or serum bottles under gassing with N2. Sterilize by autoclaving. Before inoculation add from sterile stock solutions:,3018,/solutions/3018,1473,/medium/1473
step-3346,"Prepare the liquid medium without Vitamin solution, Cysteine-HCl x H2O and Na2S x 9 H2O. Adjust to pH 7.0 with 1 M NaOH. Dispense the medium into Hungate tubes or serum bottles under gassing with N2:CO2(80:20 v/v). Sterilize by autoclaving. Before inoculation add from sterile stock solutions Cysteine-HCl x H2O, Vitamin solution (filter sterilized) and Na2S x 9 H2O.",3020,/solutions/3020,1474,/medium/1474
step-3347,"First dissolve nitrilotriacetic acid and adjust pH to 6.5 with KOH, then add minerals. Final pH 7.0 (with KOH).",3021,/solutions/3021,1474,/medium/1474
step-3348,Dissolve ingredients except vitamins and ferrous sulfate and adjust pH of solution to 5.0. Dissolve ferrous sulfate (1% w/v) in 0.1 N H2SO4and add to the medium prior to autoclaving. After autoclaving add vitamins from a stock solution that has been sterilized by filtration.,3023,/solutions/3023,1475,/medium/1475
step-3349,"Dissolve ingredients except bicarbonate, cysteine and sulfide, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and bicarbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use adjust pH of complete medium to 7.3 - 7.5, if necessary.",3024,/solutions/3024,1476,/medium/1476
step-3350,"Dissolve ingredients except bicarbonate, glucose and vitamins, then sparge medium with 100% N2gas for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add glucose and vitamins (sterilized by filtration) from sterile anoxic stock solutions prepared under 100% N2gas and bicarbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use adjust pH of complete medium to 7.0 - 7.2, if necessary.",3025,/solutions/3025,1477,/medium/1477
step-3351,Prepare the liquid medium. Dispense the medium into Hungate tubes or serum bottles under gassing with N2. Steam medium for 3h on each of 3 successive days. Before inoculation add from sterile stock solutions:,3026,/solutions/3026,1478,/medium/1478
step-7512,Adjust pH to9.5.,6322,/solutions/6322,1813,/medium/1813
step-6544,"Prepare MS medium with chitin: 
Dissolve the ingredients of MS medium (except NaHCO3and vitamins), boil medium
under CO2until the resazurin indicator changes from pink to colourless. Cool down under
CO2, add NaHCO3and adjust pH to 7.0. Switch to N2to prevent further lowering of the
pH. Fill up into Hungate tubes under N2and autoclave. Before use add vitamins
(sterilized by filtration) and reducing agents.",3470,/solutions/3470,1681,/medium/1681
step-3367,Prepare the liquid medium. Dispense the medium into Hungate tubes or serum bottles under gassing with N2. Steam medium for 3h on each of 3 successive days. Before inoculation add from sterile stock solutions:,3029,/solutions/3029,1479,/medium/1479
step-3374,Final pH 3.0-4.0 (with HCl).,3030,/solutions/3030,1479,/medium/1479
step-3375,"1: acidic solution (HCl, pH3; 100ml)",3031,/solutions/3031,1479,/medium/1479
step-3376,2: basic solution (100ml 0.1N NaOH),3031,/solutions/3031,1479,/medium/1479
