Name,Synonyms,Growth Conditions
Isochromatium buderi DSM 176,"
        ATCC 25588, , DSM 176, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-176","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 176', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Isochromatium buderi DSM 177,,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 177', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 180,"
        ATCC 17899, , DSM 180, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-180","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 180', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiorhodococcus sp. DSM 182,"DSM 182, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-182, , Pfennig 1611    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 182', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 183,"DSM 183, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-183, , Pfennig 2811    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 183', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 185,"DSM 185, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-185, , Pfennig 6412    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 185', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 186,"DSM 186, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-186, , Pfennig 6712    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 186', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 189,"DSM 189, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-189","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 189', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 195,,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 195', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium vinosum DSM 196,"DSM 196, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-196","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 196', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiocystis violascens DSM 198,"
        ATCC 17096, , DSM 198, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-198, , Pfennig 6111    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 198', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium sp. DSM 199,"DSM 199, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-199, , Pfennig 1313    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 199', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiorhodococcus sp. DSM 200,"DSM 200, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-200","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 200', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiocystis violascens DSM 201,,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 201', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiocystis violascens DSM 202,,"[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 202', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Marichromatium gracile DSM 203,"DSM 203, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-203","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 203', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Marichromatium gracile DSM 204,"DSM 204, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-204","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 204', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiocystis violacea DSM 208,"DSM 208, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-208, , Pfennig 2311    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 208', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiorhodococcus sp. DSM 212,"DSM 212, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-212","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 212', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiorhodococcus sp. DSM 213,"DSM 213, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-213","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 213', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Allochromatium sp. DSM 214,"DSM 214, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-214","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 214', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiocapsa roseopersicina DSM 217,"DSM 217, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-217","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 217', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Thiocapsa roseopersicina DSM 221,"DSM 221, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-221, , NCIB 8347    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 221', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiococcus pfennigii DSM 226,"DSM 226, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-226","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 226', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Thiococcus pfennigii DSM 227,"DSM 227, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-227","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 227', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiococcus pfennigii DSM 228,"DSM 228, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-228","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 228', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Lamprocystis roseopersicina DSM 229,"DSM 229, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-229","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 229', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Thiodictyon elegans DSM 232,"DSM 232, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-232","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 232', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
Thiodictyon bacillosum DSM 234,"DSM 234, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-234","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 234', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
Thiocapsa rosea DSM 235,"DSM 235, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-235","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 235', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Thiocapsa pendens DSM 236,"DSM 236, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-236","[{'media_title': ""39: PFENNIG'S MEDIUM I WITH YEAST EXTRACT"", 'media_link': '/medium/39?ccno=DSM 236', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira mobilis DSM 237,"DSM 237, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-237","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 237', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira mobilis DSM 238,"DSM 238, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-238","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 238', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira mobilis DSM 239,"DSM 239, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-239","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 239', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira mobilis DSM 240,"DSM 240, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-240","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 240', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira marina DSM 241,"DSM 241, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-241","[{'media_title': '253: MEDIUM FOR ECTOTHIORHODOSPIRA', 'media_link': '/medium/253?ccno=DSM 241', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira marina DSM 242,"DSM 242, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-242","[{'media_title': '253: MEDIUM FOR ECTOTHIORHODOSPIRA', 'media_link': '/medium/253?ccno=DSM 242', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Ectothiorhodospira shaposhnikovii DSM 243,"DSM 243, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-243, , KMMGU N1    ","[{'media_title': ""28: PFENNIG'S MEDIUM I"", 'media_link': '/medium/28?ccno=DSM 243', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Halorhodospira halophila DSM 244,"DSM 244, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-244","[{'media_title': '253: MEDIUM FOR ECTOTHIORHODOSPIRA', 'media_link': '/medium/253?ccno=DSM 244', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium limicola DSM 245,"DSM 245, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-245, , NBRC 103803    ","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 245', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium limicola DSM 248,"DSM 248, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-248","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 248', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobaculum thiosulfatiphilum DSM 249,"DSM 249, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-249","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 249', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobaculum sp. DSM 254,"DSM 254, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-254","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 254', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobaculum sp. DSM 257,"DSM 257, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-257","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 257', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium limicola DSM 258,"DSM 258, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-258","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 258', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Prosthecochloris vibrioformis DSM 260,"DSM 260, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-260","[{'media_title': ""40: PFENNIG'S MEDIUM II WITH SALT"", 'media_link': '/medium/40?ccno=DSM 260', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium phaeovibrioides DSM 261,"DSM 261, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-261","[{'media_title': ""40: PFENNIG'S MEDIUM II WITH SALT"", 'media_link': '/medium/40?ccno=DSM 261', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium luteolum DSM 262,"DSM 262, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-262","[{'media_title': ""40: PFENNIG'S MEDIUM II WITH SALT"", 'media_link': '/medium/40?ccno=DSM 262', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobaculum parvum DSM 263,"DSM 263, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-263","[{'media_title': ""40: PFENNIG'S MEDIUM II WITH SALT"", 'media_link': '/medium/40?ccno=DSM 263', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium phaeovibrioides DSM 265,"DSM 265, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-265","[{'media_title': ""40: PFENNIG'S MEDIUM II WITH SALT"", 'media_link': '/medium/40?ccno=DSM 265', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium phaeovibrioides DSM 267,"DSM 267, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-267","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 267', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium phaeovibrioides DSM 269,"DSM 269, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-269","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 269', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium phaeovibrioides DSM 270,"DSM 270, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-270","[{'media_title': ""29: PFENNIG'S MEDIUM II"", 'media_link': '/medium/29?ccno=DSM 270', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Chlorobium luteolum DSM 273,"DSM 273, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-273","[{'media_title': ""40: PFENNIG'S MEDIUM II WITH SALT"", 'media_link': '/medium/40?ccno=DSM 273', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Sporosarcina pasteurii DSM 276,"DSM 276, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-276","[{'media_title': '2: BACILLUS PASTEURII MEDIUM', 'media_link': '/medium/2?ccno=DSM 276', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 277,"DSM 277, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-277","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 277', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 278,"DSM 278, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-278","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 278', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter vinelandii DSM 279,"
        CCUG 51007, , DSM 279, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-279","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 279', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 279', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 280,"DSM 280, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-280","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 280', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter chroococcum DSM 281,"DSM 281, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-281","[{'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 281', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '830: R2A MEDIUM', 'media_link': '/medium/830?ccno=DSM 281', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Azotobacter beijerinckii DSM 282,"
        CCUG 51005, , DSM 282, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-282","[{'media_title': '3: AZOTOBACTER MEDIUM', 'media_link': '/medium/3?ccno=DSM 282', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '441: DIAZOTROPHIC MEDIUM (RBA)', 'media_link': '/medium/441?ccno=DSM 282', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Metabacillus fastidiosus DSM 283,"DSM 283, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-283","[{'media_title': '6: ALLANTOIN MINERAL MEDIUM', 'media_link': '/medium/6?ccno=DSM 283', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Sarcina ventriculi DSM 286,"
        ATCC 29068, , DSM 286, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-286","[{'media_title': '21: SARCINA MEDIUM', 'media_link': '/medium/21?ccno=DSM 286', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Shinella zoogloeoides DSM 287,"
        ATCC 19623, CCM 2456, CCUG 35204, , DSM 287, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-287, , IAM 12669, , JCM 20728, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=287, , LMG 4433, NBRC 102405, NCIB 10340, NCIMB 10340, NCTC 10482    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 287', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J190: LYS MEDIUM', 'media_link': '/medium/J190?ccno=DSM 287', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Pseudomonas aeruginosa DSM 288,"DSM 288, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-288","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 288', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Pseudomonas koreensis DSM 289,"DSM 289, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-289, , IMG 1590    ","[{'media_title': '1a: REACTIVATION WITH LIQUID MEDIUM 1', 'media_link': '/medium/1a?ccno=DSM 289', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 289', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '220: CASO AGAR (Merck 105458)', 'media_link': '/medium/220?ccno=DSM 289', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '907: PSEUDOMONAS AGAR F', 'media_link': '/medium/907?ccno=DSM 289', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': '1749: Sucrose-Asparagine Medium', 'media_link': '/medium/1749?ccno=DSM 289', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Pseudomonas putida DSM 291,"
        ATCC 12633, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, , DSM 291, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-291, , , DSM 50202, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-50202, , , DSM 50906, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-50906, , HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, ICPB 2963, IFO 14164, , JCM 13063, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=291, , , JCM 3697, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=291, , KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, NCTC 10936, VKM B-1301, VKM B-2187, VTT E-92005, WDCM 00117    ","[{'media_title': '1a: REACTIVATION WITH LIQUID MEDIUM 1', 'media_link': '/medium/1a?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': '535: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/535?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}, {'media_title': '545: TRYPTONE SOYA BROTH (TSB)', 'media_link': '/medium/545?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}, {'media_title': '830: R2A MEDIUM', 'media_link': '/medium/830?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}, {'media_title': '907: PSEUDOMONAS AGAR F', 'media_link': '/medium/907?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}, {'media_title': 'J12: NUTRIENT BROTH WITH 0.5% NaCl', 'media_link': '/medium/J12?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J22: NUTRIENT AGAR NO. 2', 'media_link': '/medium/J22?ccno=DSM 291', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Paenibacillus polymyxa DSM 292,"
        CCM 1609, CCUG 26011, CN 1417, , DSM 292, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-292, , LMG 6320    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 292', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Pseudomonas putida DSM 295,"DSM 295, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-295","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 295', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Geobacillus stearothermophilus DSM 297,"
        ATCC 12976, CCM 2183, , DSM 297, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-297, , NCIB 8919    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 297', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}, {'media_title': '220: CASO AGAR (Merck 105458)', 'media_link': '/medium/220?ccno=DSM 297', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Brevibacillus borstelensis DSM 298,"
        CCM 1613, CN 2918, , DSM 298, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-298","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 298', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus mycoides DSM 299,"DSM 299, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-299","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 299', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Sarcina ventriculi DSM 300,"
        ATCC 29069, , DSM 300, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-300","[{'media_title': '21: SARCINA MEDIUM', 'media_link': '/medium/21?ccno=DSM 300', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Escherichia coli DSM 301,"
        ATCC 4157, CIP 61.11, , DSM 301, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-301, , NCIB 86, NCTC 86    ","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 301', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Bacillus mycoides DSM 303,"DSM 303, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-303","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 303', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Pseudomonas sp. DSM 304,"DSM 304, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-304, , IMG 1591    ","[{'media_title': '1a: REACTIVATION WITH LIQUID MEDIUM 1', 'media_link': '/medium/1a?ccno=DSM 304', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus mycoides DSM 307,"DSM 307, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-307","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 307', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Bacillus mycoides DSM 309,"DSM 309, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-309","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 309', 'growth_observed': 'Yes', 'growth_conditions': '25\xa0°C'}]"
Rhodococcus erythropolis DSM 312,"
        ATCC 15591, CCUG 27198, , DSM 312, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-312","[{'media_title': '535: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/535?ccno=DSM 312', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}]"
Rhodococcus erythropolis DSM 313,"
        ATCC 19140, , DSM 313, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-313","[{'media_title': '53: CORYNEBACTERIUM AGAR', 'media_link': '/medium/53?ccno=DSM 313', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Sarcina maxima DSM 316,"
        ATCC 33910, , DSM 316, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-316, , IMET B 103    ","[{'media_title': '21: SARCINA MEDIUM', 'media_link': '/medium/21?ccno=DSM 316', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
