Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass
TAPSO,https://mediadive.dsmz.de/ingredients/857?p=28,84015,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84015,105140-25-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=105140-25-8,C7H17NO7S,259.28
Ferric citrate,https://mediadive.dsmz.de/ingredients/863?p=28,144421,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:144421,3522-50-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3522-50-7,C6H8O7.Fe,244.944
PIPES buffer,https://mediadive.dsmz.de/ingredients/867?p=28,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,5625-37-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=5625-37-6,C8H18N2O6S2,302.37
Na-tetrathionate,https://mediadive.dsmz.de/ingredients/868?p=28,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,13721-29-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13721-29-4,H2O6S4.2H2O.2Na,
Cyclomaltoheptaose,https://mediadive.dsmz.de/ingredients/869?p=28,495055,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:495055,7585-39-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7585-39-9,C42H70O35,1134.98
Na2Se3x 5 H2O,https://mediadive.dsmz.de/ingredients/870?p=28,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
MgCl2x 4 H2O,https://mediadive.dsmz.de/ingredients/871?p=28,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,95.2104
Calcium panthothenate,https://mediadive.dsmz.de/ingredients/878?p=28,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,137-08-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=137-08-6,C9H17NO5.1/2Ca,
D-Biotin,https://mediadive.dsmz.de/ingredients/879?p=28,15956,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15956,58-85-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=58-85-5,C10H16N2O3S,244.31
DL-Malic acid,https://mediadive.dsmz.de/ingredients/880?p=28,6650,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6650,6915-15-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=6915-15-7,C4H6O5,134.09
Ammonium nitrate,https://mediadive.dsmz.de/ingredients/882?p=28,63038,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63038,6484-52-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=6484-52-2,H3N.HNO3,80.0434
Elemental sulphur,https://mediadive.dsmz.de/ingredients/884?p=28,33403,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33403,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Na-EDTA x 2 H2O,https://mediadive.dsmz.de/ingredients/890?p=28,64734,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64734,139-33-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=139-33-3,C10H16N2O8.2Na,336.206
Na2O4W x 2 H2O,https://mediadive.dsmz.de/ingredients/891?p=28,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,10213-10-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10213-10-2,H2O.Na.1/2O4W,
CuCl,https://mediadive.dsmz.de/ingredients/892?p=29,53472,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53472,7758-89-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-89-6,ClCu,99
H2SeO3,https://mediadive.dsmz.de/ingredients/894?p=29,26642,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26642,7783-00-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7783-00-8,H2O3Se,128.97
Trace mineral solution,https://mediadive.dsmz.de/ingredients/897?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
C6H9NO6,https://mediadive.dsmz.de/ingredients/898?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,C6H9NO6,191.14
Biotine,https://mediadive.dsmz.de/ingredients/899?p=29,15956,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15956,58-85-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=58-85-5,C10H16N2O3S,244.31
Vitamine B12,https://mediadive.dsmz.de/ingredients/900?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,68-19-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68-19-9,C63H89CoN14O14P,1356.4
Na2SiO3x 9 H2O,https://mediadive.dsmz.de/ingredients/903?p=29,132108,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132108,13517-24-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=13517-24-3,H2O3Si.9H2O.2Na,284.201
NTA,https://mediadive.dsmz.de/ingredients/907?p=29,39054,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39054,139-13-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=139-13-9,C6H9NO6,191.14
AlK(SO4)2x 12 H2O,https://mediadive.dsmz.de/ingredients/908?p=29,86465,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86465,7784-24-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7784-24-9,AlH24KO20S2,474.388
NaS2O3,https://mediadive.dsmz.de/ingredients/910?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7772-98-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7772-98-7,H2O3S2.2Na,
MgCl2x H2O,https://mediadive.dsmz.de/ingredients/912?p=29,86355,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86355,22756-14-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=22756-14-5,Cl2H2MgO,113.226
Na-tungstate x 2 H2O,https://mediadive.dsmz.de/ingredients/913?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,10213-10-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10213-10-2,H2O.Na.1/2O4W,
Se-acid,https://mediadive.dsmz.de/ingredients/914?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7783-08-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7783-08-6,H2O4Se,144.97
HBO3,https://mediadive.dsmz.de/ingredients/915?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,HBO3,59.82
DL-Histidine,https://mediadive.dsmz.de/ingredients/916?p=29,27570,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:27570,4998-57-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=4998-57-6,C6H9N3O2,155.155
FeCl3x 4 H2O,https://mediadive.dsmz.de/ingredients/922?p=29,30808,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30808,7705-08-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7705-08-0,Cl3Fe,162.203
4-Hydroxybenzoic acid,https://mediadive.dsmz.de/ingredients/923?p=29,30763,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30763,99-96-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=99-96-7,C7H6O3,138.121
Sigma Sea salts,https://mediadive.dsmz.de/ingredients/925?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Potassium Phosphate,https://mediadive.dsmz.de/ingredients/928?p=29,63036,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63036,7778-77-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7778-77-0,H3O4P.K,136.085
Infusion Broth,https://mediadive.dsmz.de/ingredients/930?p=29,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Methylamine,https://mediadive.dsmz.de/ingredients/931?p=30,16830,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16830,74-89-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=74-89-5,CH5N,31.057
Liver Concentrate,https://mediadive.dsmz.de/ingredients/935?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,8002-47-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=8002-47-9,complex,complex
Betaine Hydrochloride,https://mediadive.dsmz.de/ingredients/936?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,590-46-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=590-46-5,C5H12NO2.Cl,
Diammonium Citrate,https://mediadive.dsmz.de/ingredients/937?p=30,63076,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63076,3012-65-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3012-65-5,C6H8O7.2H3N,226.185
Potassium Aspartate,https://mediadive.dsmz.de/ingredients/938?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7259-25-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7259-25-8,,
Manganese Sulfate,https://mediadive.dsmz.de/ingredients/939?p=30,86364,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86364,10034-96-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10034-96-5,H2MnO5S,169.016
Dipotassium Phosphate,https://mediadive.dsmz.de/ingredients/940?p=30,131527,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:131527,7758-11-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-11-4,HK2O4P,174.176
Potassium Glutamate,https://mediadive.dsmz.de/ingredients/942?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,19473-49-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=19473-49-5,C5H9NO4.K,
DL-Na-lactate,https://mediadive.dsmz.de/ingredients/943?p=30,75228,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75228,72-17-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=72-17-3,C3H6O3.Na,112.06
Dextran,https://mediadive.dsmz.de/ingredients/944?p=30,52071,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:52071,9004-54-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9004-54-0,complex,complex
Na2MoO4x 7 H2O,https://mediadive.dsmz.de/ingredients/950?p=30,86473,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86473,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,H14MoNa2O11,332.02
n-Decane,https://mediadive.dsmz.de/ingredients/951?p=30,41808,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:41808,124-18-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=124-18-5,C10H22,142.282
Fe(III)-EDTA,https://mediadive.dsmz.de/ingredients/952?p=30,30729,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30729,15275-07-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=15275-07-7,C10H12FeN2O8,344.056
PPLO broth,https://mediadive.dsmz.de/ingredients/953?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Fetal bovine serum,https://mediadive.dsmz.de/ingredients/954?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,9014-81-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9014-81-7,complex,complex
DNA,https://mediadive.dsmz.de/ingredients/958?p=30,16991,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16991,9007-49-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9007-49-2,complex,complex
Swine serum,https://mediadive.dsmz.de/ingredients/960?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Bacto brain heart infusion,https://mediadive.dsmz.de/ingredients/965?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Porcine serum,https://mediadive.dsmz.de/ingredients/967?p=30,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Ampicillin,https://mediadive.dsmz.de/ingredients/970?p=30,28971,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28971,69-53-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=69-53-4,C16H19N3O4S,349.4
2-(N-Morpholino)ethanesulfonic acid,https://mediadive.dsmz.de/ingredients/973?p=31,39005,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39005,4432-31-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=4432-31-9,C6H13NO4S,195.24
Fish-Sperm DNA,https://mediadive.dsmz.de/ingredients/976?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Isovitalex,https://mediadive.dsmz.de/ingredients/977?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
MnCl2,https://mediadive.dsmz.de/ingredients/980?p=31,7773015,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:7773015,64333-01-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=64333-01-3,Cl2Mn,125.84
NiCl2x 2 H2O,https://mediadive.dsmz.de/ingredients/981?p=31,34887,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34887,7718-54-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7718-54-9,Cl2Ni,129.599
Cystein-HCl x 2 H2O,https://mediadive.dsmz.de/ingredients/983?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
DTT,https://mediadive.dsmz.de/ingredients/984?p=31,18320,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18320,3483-12-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3483-12-3,C4H10O2S2,154.251
Gelrite,https://mediadive.dsmz.de/ingredients/987?p=31,85248,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:85248,71010-52-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=71010-52-1,complex,complex
VOSO4x H2O,https://mediadive.dsmz.de/ingredients/988?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Carboxymethyl cellulose,https://mediadive.dsmz.de/ingredients/989?p=31,85146,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:85146,9000-11-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9000-11-7,C8H16O8,240.21
Leptospira Medium Base EMJH,https://mediadive.dsmz.de/ingredients/990?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Agarose,https://mediadive.dsmz.de/ingredients/991?p=31,2511,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2511,9012-36-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=9012-36-6,C24H38O19,630.5
Leptospira Enrichment EMJH,https://mediadive.dsmz.de/ingredients/992?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Sodium gluconate,https://mediadive.dsmz.de/ingredients/994?p=31,84997,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:84997,527-07-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=527-07-1,C6H11NaO7,218.14
MnSO4x n H2O,https://mediadive.dsmz.de/ingredients/1000?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
H2WO4,https://mediadive.dsmz.de/ingredients/1002?p=31,36272,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:36272,7783-03-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7783-03-1,H2O4W,249.85
H3BO2,https://mediadive.dsmz.de/ingredients/1005?p=31,38267,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:38267,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,BH3O2,45.8336
Sorbitol,https://mediadive.dsmz.de/ingredients/1010?p=31,30911,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30911,50-70-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=50-70-4,C6H14O6,182.17
AlK(SO4)2,https://mediadive.dsmz.de/ingredients/1015?p=31,86463,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86463,10043-67-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10043-67-1,Al.2H2O4S.K,258.205
NaS2O3x 5 H2O,https://mediadive.dsmz.de/ingredients/1018?p=31,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,10102-17-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10102-17-7,H2O3S2.5H2O.2Na,
Double distilled water,https://mediadive.dsmz.de/ingredients/1021?p=32,15377,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15377,7732-18-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7732-18-5,H2O,18.0153
Na-ampicillin,https://mediadive.dsmz.de/ingredients/1026?p=32,34535,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34535,69-52-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=69-52-3,C16H18N3O4S.Na,371.388
NiSO4x 6 H2O,https://mediadive.dsmz.de/ingredients/1030?p=32,53001,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53001,7786-81-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7786-81-4,NiO4S,154.756
Trace minerals,https://mediadive.dsmz.de/ingredients/1031?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
BICINE buffer,https://mediadive.dsmz.de/ingredients/1034?p=32,40957,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:40957,150-25-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=150-25-4,C6H13NO4,163.17
NaHSeO3,https://mediadive.dsmz.de/ingredients/1035?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7782-82-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7782-82-3,H2O3Se.Na,
Fe(NH4)2(SO4)2x 12 H2O,https://mediadive.dsmz.de/ingredients/1036?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
NiCl2,https://mediadive.dsmz.de/ingredients/1037?p=32,34887,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34887,7718-54-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7718-54-9,Cl2Ni,129.6
Co-carboxylase,https://mediadive.dsmz.de/ingredients/1040?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,154-87-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=154-87-0,C12H19N4O7P2S.Cl,
Cyanocobalamin,https://mediadive.dsmz.de/ingredients/1041?p=32,17439,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17439,68-19-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68-19-9,C63H88CoN14O14P,1355.4
KJ,https://mediadive.dsmz.de/ingredients/1042?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,77-10-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=77-10-1,C17H25N,243.39
Elemental sulfur,https://mediadive.dsmz.de/ingredients/1044?p=32,33403,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33403,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,,
Trisodium citrate,https://mediadive.dsmz.de/ingredients/1047?p=32,53258,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:53258,68-04-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=68-04-2,C6H5Na3O7,258.07
Na2B4O7,https://mediadive.dsmz.de/ingredients/1052?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1330-43-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1330-43-4,B4Na2O7,
CuCl2x 6 H2O,https://mediadive.dsmz.de/ingredients/1056?p=32,49553,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49553,7447-39-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7447-39-4,Cl2Cu,134.452
VOSO4x n H2O,https://mediadive.dsmz.de/ingredients/1062?p=32,87020,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:87020,123334-20-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=123334-20-3,H2O.xO5SV,
Na2SO4x 10 H2O,https://mediadive.dsmz.de/ingredients/1065?p=32,32586,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32586,7727-73-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7727-73-3,Na2H20SO14,322.196
IMDM-Medium,https://mediadive.dsmz.de/ingredients/1069?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Aminoacids,https://mediadive.dsmz.de/ingredients/1070?p=32,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex
Na2S x H2O,https://mediadive.dsmz.de/ingredients/1075?p=32,76208,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76208,1313-82-2,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1313-82-2,Na2S,78.045
